,股票代码,股票名称,最新价,涨幅,3日均线,5日均线,10日均线,3日均线涨幅,5日均线涨幅,10日均线涨幅
1473,601519,大智慧,12.98,10.0,15,21,20,237.14,279.53,266.67
1501,603000,人民网,25.99,-7.57,-1,28,43,0.0,213.13,254.57
1144,600131,岷江水电,20.90,10.0,16,16,16,206.9,206.9,206.9
266,002157,正邦科技,17.58,9.94,5,6,28,35.96,49.62,176.85
315,002234,民和股份,32.79,6.88,6,6,36,31.42,31.42,175.55
127,000859,国风塑业,8.10,-10.0,-1,-1,20,0.0,0.0,162.14
518,002600,领益智造,7.30,-8.64,-1,10,20,0.0,56.65,153.47
1444,601066,中信建投,28.04,-10.01,-1,22,25,0.0,140.07,145.1
587,002750,龙津药业,14.11,9.98,21,20,19,153.32,147.54,144.54
449,002458,益生股份,41.15,-0.27,-3,-1,22,-0.36,0.0,142.06
1377,600776,东方通信,36.44,-10.0,-1,5,19,0.0,19.79,140.85
1587,603383,顶点软件,80.67,-6.34,-1,21,21,0.0,137.96,137.96
706,300085,银之杰,19.13,-9.98,-1,21,20,0.0,151.38,137.34
187,002017,东信和平,22.67,10.0,6,14,14,61.01,129.45,129.45
665,300017,网宿科技,17.29,9.99,6,6,20,60.99,60.99,117.48
909,300397,天和防务,20.73,-8.6,-1,-1,19,0.0,0.0,114.37
102,000727,华东科技,3.30,-6.52,-1,6,20,0.0,36.93,111.54
1310,600604,市北高新,15.57,-10.0,-1,20,17,0.0,126.31,108.71
276,002175,东方网络,6.38,10.0,6,11,18,61.52,91.02,108.5
1312,600610,*ST毅达,4.06,-3.1,-1,20,19,0.0,118.28,108.21
877,300352,北信源,6.83,5.73,7,11,44,28.87,45.01,107.6
1236,600375,华菱星马,7.93,7.74,7,20,19,73.52,112.03,107.05
1478,601608,中信重工,5.67,-10.0,-1,22,21,0.0,109.23,106.93
1255,600446,金证股份,23.77,-10.0,-1,6,21,0.0,13.73,106.88
1278,600536,中国软件,44.53,10.0,5,5,20,41.01,41.01,101.49
759,300175,朗源股份,8.27,9.97,7,11,20,77.09,85.84,100.73
49,000536,华映科技,4.01,-10.09,-1,-1,19,0.0,0.0,100.5
1314,600613,神奇制药,10.00,-0.1,7,20,20,60.77,98.02,98.02
1465,601319,中国人保,11.55,-9.98,-1,15,15,0.0,96.76,96.76
1490,601860,紫金银行,10.62,-10.0,-1,11,18,0.0,77.59,96.3
893,300370,安控科技,5.24,10.08,10,10,17,68.49,68.49,96.25
1051,300638,广和通,54.34,10.0,1,21,20,0.0,102.99,95.12
169,000971,高升控股,6.06,9.98,5,21,18,46.38,110.42,94.23
671,300033,同花顺,81.90,-5.01,-1,-1,22,0.0,0.0,91.44
756,300170,汉得信息,20.32,10.02,6,5,21,61.14,46.5,91.16
58,000563,陕国投Ａ,5.42,-9.97,-1,-1,20,0.0,0.0,90.18
1370,600756,浪潮软件,30.89,10.01,5,5,22,46.4,46.4,90.09
995,300538,同益股份,37.86,-5.52,-1,11,19,0.0,75.28,88.55
1495,601890,亚星锚链,6.99,-10.04,-1,20,19,0.0,86.4,84.43
677,300043,星辉娱乐,6.24,10.05,11,20,20,62.92,84.07,84.07
1449,601108,财通证券,14.02,2.86,6,5,20,32.51,30.3,83.99
1584,603363,傲农生物,15.32,9.43,5,5,20,28.09,28.09,83.91
1127,600086,东方金钰,6.39,-10.0,-1,5,19,0.0,17.9,83.62
1189,600238,*ST椰岛,8.63,-4.96,-1,-1,46,0.0,0.0,82.84
1405,600864,哈投股份,8.02,10.01,6,5,19,36.39,33.89,79.42
460,002488,金固股份,11.99,4.62,5,20,19,39.26,83.9,79.22
731,300125,易世达,25.17,1.86,7,20,17,53.76,81.34,79.02
10,000037,深南电A,9.09,-7.72,-3,-1,17,-8.46,0.0,77.54
660,300008,天海防务,4.55,-10.08,-1,19,18,0.0,83.47,76.36
1328,600651,飞乐音响,5.23,-9.83,-1,19,16,0.0,80.34,76.09
1086,300710,万隆光电,36.75,-9.99,-1,-1,18,0.0,0.0,75.84
1036,300612,宣亚国际,25.49,-9.99,-2,-1,17,-9.99,0.0,74.83
352,002299,圣农发展,28.56,-0.31,-3,-1,48,-0.45,0.0,74.47
551,002668,奥马电器,6.81,-10.04,-1,6,17,0.0,26.35,74.17
131,000876,新 希 望,13.46,5.82,1,6,31,0.0,18.38,73.68
584,002746,仙坛股份,24.27,0.46,1,-1,41,0.0,0.0,73.23
1692,603986,兆易创新,105.90,1.34,1,12,31,0.0,37.34,72.7
437,002437,誉衡药业,4.86,9.95,4,11,20,33.15,52.35,71.73
97,000711,京蓝科技,8.85,0.57,5,5,16,33.89,33.89,71.18
937,300446,乐凯新材,24.76,3.17,4,21,20,24.8,74.86,70.52
702,300079,数码科技,6.77,10.08,7,11,11,60.81,69.25,69.25
829,300278,华昌达,9.95,1.43,11,10,9,76.73,71.85,69.22
1464,601311,骆驼股份,14.66,9.98,6,5,19,47.78,46.31,69.09
1061,300659,中孚信息,33.20,3.75,2,2,19,3.75,3.75,68.7
1292,600572,康恩贝,9.95,-0.1,7,15,20,21.79,62.58,68.64
456,002477,雏鹰农牧,2.73,-3.87,5,6,20,9.2,11.89,68.52
863,300331,苏大维格,19.12,10.01,8,21,20,29.45,73.35,68.46
20,000066,中国长城,8.33,5.71,6,5,41,19.17,17.49,68.28
1459,601212,白银有色,5.30,0.38,6,6,18,47.22,47.22,68.25
833,300287,飞利信,6.32,9.91,5,5,16,41.39,41.39,68.09
728,300115,长盈精密,13.17,-3.37,4,4,21,8.04,8.04,67.98
387,002359,北讯集团,13.00,3.17,5,5,20,33.2,33.2,67.96
830,300279,和晶科技,7.65,-10.0,-1,6,19,0.0,31.67,67.76
248,002131,利欧股份,2.41,5.7,5,20,19,30.27,72.14,67.36
1486,601789,宁波建工,5.45,10.1,7,20,20,47.7,66.16,66.16
996,300539,横河模具,13.39,10.02,3,3,21,21.07,21.07,65.72
812,300249,依米康,9.92,5.31,5,5,22,40.31,40.31,65.61
652,002945,华林证券,15.93,-10.0,-1,-1,23,0.0,0.0,65.59
899,300379,东方通,25.04,-9.99,-1,10,21,0.0,25.2,65.5
114,000810,创维数字,12.28,9.94,7,10,10,59.48,65.28,65.28
1645,603729,龙韵股份,23.47,9.98,7,20,19,41.39,66.93,64.93
372,002333,罗普斯金,8.46,-10.0,-1,11,20,0.0,45.86,64.91
398,002373,千方科技,19.98,5.71,7,7,27,33.38,33.38,63.77
1446,601099,太平洋,4.27,-9.92,-1,-1,20,0.0,0.0,63.6
479,002530,金财互联,10.08,-2.04,7,21,20,18.31,67.44,63.11
1598,603501,韦尔股份,50.19,4.82,6,6,20,21.06,21.06,62.43
911,300399,京天利,14.20,0.35,6,5,20,26.56,24.67,61.73
386,002356,赫美集团,10.35,9.99,10,9,6,69.67,62.99,61.21
1338,600682,南京新百,14.50,-5.41,-1,23,21,0.0,64.21,61.11
924,300423,鲁亿通,29.85,-0.67,12,21,21,28.89,61.09,61.09
1128,600088,中视传媒,14.20,4.8,6,5,19,26.45,24.56,60.45
433,002429,兆驰股份,3.32,1.22,6,10,20,19.0,18.15,60.39
326,002252,上海莱士,10.55,10.01,3,6,15,8.32,15.43,60.09
1120,600072,中船科技,11.85,10.03,12,18,18,49.81,59.92,59.92
1252,600425,青松建化,5.08,-9.93,-1,10,20,0.0,44.32,59.75
1129,600093,易见股份,13.22,-10.01,-1,5,20,0.0,19.75,59.66
230,002095,生 意 宝,30.40,-10.01,-1,-1,20,0.0,0.0,59.66
927,300431,暴风集团,12.69,9.97,5,5,18,30.56,30.56,59.42
581,002736,国信证券,13.60,-1.81,6,6,21,14.67,14.67,59.25
655,300002,神州泰岳,5.23,-6.27,-1,21,19,0.0,66.03,58.48
1397,600839,四川长虹,3.92,-6.89,-1,11,20,0.0,48.48,58.06
1500,601990,南京证券,14.45,-9.97,-1,-1,19,0.0,0.0,57.92
171,000977,浪潮信息,26.40,-9.53,-1,5,27,0.0,11.35,57.89
124,000839,中信国安,5.32,-9.06,-1,-1,21,0.0,0.0,57.86
1513,603019,中科曙光,60.18,7.45,6,5,22,28.95,25.61,57.54
1301,600589,广东榕泰,6.60,4.1,7,20,19,39.24,59.42,57.52
446,002450,康得新,7.23,-4.99,-1,-1,18,0.0,0.0,57.17
729,300116,坚瑞沃能,2.34,-4.1,3,3,19,5.41,5.41,57.05
241,002118,紫鑫药业,8.00,-6.98,-1,7,19,0.0,18.87,56.86
1221,600331,宏达股份,3.72,-9.93,-1,-1,17,0.0,0.0,56.3
870,300339,润和软件,14.28,-3.19,2,11,20,-3.19,40.0,56.24
1275,600526,菲达环保,6.14,-1.13,11,20,17,35.54,68.22,56.23
1291,600571,信雅达,10.93,-9.97,-1,-1,19,0.0,0.0,56.14
112,000806,银河生物,5.54,-3.32,7,7,18,22.3,22.3,56.06
815,300255,常山药业,6.73,8.2,5,15,20,33.0,49.22,55.79
1350,600718,东软集团,16.74,6.62,5,5,18,32.86,32.86,55.58
1130,600094,大名城,5.64,-10.05,-1,-1,19,0.0,0.0,55.37
319,002238,天威视讯,9.81,-4.11,6,5,20,28.4,16.79,54.73
1218,600310,桂东电力,6.08,9.95,6,5,21,29.09,28.27,54.31
476,002526,山东矿机,3.07,-9.97,-1,-1,20,0.0,0.0,54.27
1116,600061,国投资本,14.16,-9.98,-1,-1,21,0.0,0.0,54.25
255,002143,印纪传媒,4.42,-6.16,-1,5,18,0.0,24.16,54.01
1191,600240,华业资本,3.54,-9.92,-1,-1,17,0.0,0.0,53.91
1059,300657,弘信电子,48.58,-0.37,-1,6,21,0.0,14.85,53.73
1339,600685,中船防务,15.35,-9.71,-2,-1,20,-9.71,0.0,53.65
475,002519,银河电子,5.47,-7.29,-1,20,18,0.0,63.77,53.65
885,300362,天翔环境,6.26,-10.06,-2,-1,17,-10.06,0.0,53.43
1212,600288,大恒科技,10.99,-9.99,-1,5,20,0.0,19.85,53.28
1056,300654,世纪天鸿,21.79,0.05,7,5,35,3.76,3.27,53.13
1696,603990,麦迪科技,48.90,-0.1,11,11,28,26.98,26.98,52.96
1455,601162,天风证券,11.19,-9.98,-1,5,20,0.0,10.25,52.87
1528,603081,大丰实业,16.90,-6.73,-1,-1,19,0.0,0.0,51.98
1147,600139,西部资源,5.15,10.04,5,5,19,28.75,28.75,51.92
1445,601068,中铝国际,8.17,-4.78,-1,10,19,0.0,38.24,51.86
287,002194,*ST凡谷,11.78,-5.0,-1,-1,22,0.0,0.0,51.8
1027,300598,诚迈科技,31.12,10.0,7,5,18,31.59,26.97,51.8
1276,600531,豫光金铅,5.61,-9.81,-1,-1,20,0.0,0.0,51.62
1042,300624,万兴科技,67.30,2.28,6,6,20,10.09,10.09,51.54
1529,603083,剑桥科技,36.02,2.59,5,5,19,36.54,36.54,51.47
469,002512,达华智能,6.33,-9.96,-1,-1,18,0.0,0.0,51.44
176,000996,中国中期,14.90,0.88,3,3,21,10.95,10.95,51.42
1439,601010,文峰股份,4.48,10.07,7,11,20,39.13,45.93,51.35
1436,600996,贵广网络,10.14,6.18,2,5,21,6.18,17.09,51.34
588,002751,易尚展示,30.80,3.95,7,6,18,26.85,24.29,51.28
489,002548,金新农,10.68,9.99,5,5,20,18.4,18.4,51.27
874,300345,红宇新材,5.37,-0.92,10,10,18,39.12,39.12,51.27
664,300016,北陆药业,9.98,-6.73,-2,-1,20,-6.73,0.0,51.21
395,002368,太极股份,35.00,7.36,5,5,21,24.11,24.11,51.06
1571,603289,泰瑞机器,12.05,-10.01,-1,11,18,0.0,43.28,50.81
957,300472,新元科技,20.85,-5.01,-1,-1,20,0.0,0.0,50.54
955,300469,信息发展,27.00,-4.86,-1,21,20,0.0,54.64,50.33
1228,600356,恒丰纸业,9.36,9.99,7,5,21,30.36,30.0,50.24
545,002657,中科金财,18.99,-6.82,-1,-1,20,0.0,0.0,50.12
594,002771,真视通,17.06,-10.02,-1,-1,19,0.0,0.0,49.91
749,300158,振东制药,5.60,-4.44,-1,-1,20,0.0,0.0,49.73
1334,600666,奥瑞德,4.07,-9.96,-1,-1,19,0.0,0.0,49.63
1638,603690,至纯科技,24.07,3.93,1,21,20,0.0,57.32,49.41
219,002077,大港股份,5.81,10.04,5,5,19,22.57,22.57,49.36
958,300474,景嘉微,53.66,8.95,7,11,20,25.43,39.45,49.35
473,002517,恺英网络,5.33,0.95,4,4,18,14.62,14.62,49.3
1140,600122,宏图高科,4.94,-1.98,5,5,19,15.96,15.96,48.8
878,300353,东土科技,13.76,-1.5,-1,6,18,0.0,25.55,48.76
891,300368,汇金股份,9.03,-9.97,-1,-1,18,0.0,0.0,48.52
1636,603679,华体科技,35.77,0.96,5,5,18,34.37,34.37,48.36
552,002670,国盛金控,13.91,-10.03,-1,-1,20,0.0,0.0,48.14
1344,600703,三安光电,15.51,6.45,1,4,21,0.0,3.06,48.0
1642,603707,健友股份,32.00,10.0,6,6,19,21.17,21.17,47.94
730,300119,瑞普生物,11.73,-0.59,-1,21,21,0.0,47.92,47.92
347,002292,奥飞娱乐,8.36,-0.59,5,20,17,20.81,54.53,47.7
1434,600986,科达股份,6.08,-0.16,5,5,20,14.07,14.07,47.57
726,300113,顺网科技,18.69,-1.22,5,5,19,28.01,28.01,47.51
1485,601788,光大证券,14.12,-3.09,-1,3,21,0.0,-0.07,47.39
1447,601100,恒立液压,29.80,0.85,-2,-2,40,0.85,0.85,46.94
650,002939,长城证券,15.70,-9.98,-1,4,18,0.0,8.95,46.87
1621,603626,科森科技,10.72,1.23,5,4,20,11.67,4.69,46.85
321,002241,歌尔股份,10.01,10.0,1,5,21,0.0,10.61,46.77
397,002371,北方华创,72.65,7.15,6,5,11,40.44,30.71,46.77
549,002665,首航节能,3.80,1.88,5,5,19,21.02,21.02,46.72
841,300297,蓝盾股份,7.83,0.38,5,5,20,18.1,18.1,46.63
704,300083,劲胜智能,3.90,-2.99,-1,15,21,0.0,17.12,46.62
745,300152,科融环境,2.80,-9.97,-1,-1,19,0.0,0.0,46.6
798,300227,光韵达,14.26,-9.97,-1,-1,20,0.0,0.0,46.56
516,002596,海南瑞泽,10.15,1.5,-2,20,18,1.5,48.61,46.46
68,000596,古井贡酒,78.95,0.68,1,1,38,0.0,0.0,46.42
245,002124,天邦股份,17.89,10.02,6,5,5,61.03,46.4,46.4
1081,300691,联合光电,33.54,-10.01,-1,5,20,0.0,19.79,46.34
755,300168,万达信息,15.77,-0.82,6,5,21,17.16,11.37,46.29
912,300400,劲拓股份,20.92,-3.95,-2,-2,20,-3.95,-3.95,46.29
183,002008,大族激光,42.55,0.26,-2,-1,34,0.26,0.0,46.22
1407,600868,梅雁吉祥,4.28,-8.94,-1,10,20,0.0,28.92,45.58
1149,600146,商赢环球,8.24,-9.95,-1,-1,18,0.0,0.0,45.58
36,000413,东旭光电,6.37,1.92,6,5,20,11.36,9.83,45.43
82,000662,天夏智慧,7.91,10.01,5,5,20,20.95,20.95,45.4
337,002273,水晶光电,13.90,5.14,1,5,21,0.0,5.95,45.4
711,300090,盛运环保,2.76,-10.1,-1,10,18,0.0,22.67,45.26
1382,600797,浙大网新,10.82,4.14,5,5,20,17.23,17.23,45.23
281,002184,海得控制,13.29,-10.02,-1,5,18,0.0,19.73,45.09
1493,601878,浙商证券,11.65,-9.2,-1,6,20,0.0,11.48,45.08
161,000948,南天信息,14.50,-0.34,6,21,20,9.43,48.87,45.0
1119,600071,凤凰光学,11.89,-5.33,-1,-1,20,0.0,0.0,45.0
1517,603032,德新交运,41.75,-10.0,-1,7,7,0.0,44.97,44.97
1195,600249,两面针,5.61,10.0,6,5,19,28.97,26.07,44.96
427,002420,毅昌股份,4.87,-9.98,-1,20,18,0.0,55.1,44.94
703,300081,恒信东方,13.13,9.97,7,7,20,30.39,30.39,44.92
1232,600363,联创光电,12.10,7.84,5,5,19,24.36,24.36,44.91
714,300098,高新兴,10.02,-2.34,-1,6,22,0.0,8.21,44.8
467,002505,大康农业,2.33,-2.51,5,4,20,15.35,12.56,44.72
1368,600751,海航科技,3.95,-9.82,-1,-1,18,0.0,0.0,44.69
501,002568,百润股份,13.76,-3.84,-1,-1,21,0.0,0.0,44.69
610,002813,路畅科技,34.01,9.99,4,20,18,25.36,48.97,44.66
63,000576,广东甘化,9.59,-9.95,-1,-1,24,0.0,0.0,44.65
1514,603022,新通联,10.44,10.01,4,21,19,25.33,47.67,44.6
1246,600408,*ST安泰,4.10,-5.09,-1,13,23,0.0,37.12,44.37
770,300189,神农基因,3.75,0.27,6,6,19,19.43,19.43,44.23
1142,600128,弘业股份,10.20,-9.97,-1,-1,17,0.0,0.0,44.07
951,300465,高伟达,8.47,-9.99,-1,-1,20,0.0,0.0,44.05
890,300367,东方网力,12.90,-7.33,-1,5,21,0.0,15.49,43.81
335,002268,卫 士 通,29.76,6.59,6,6,27,16.43,16.43,43.77
158,000936,华西股份,9.27,2.54,1,6,18,0.0,14.16,43.72
638,002892,科力尔,39.90,2.89,1,5,20,0.0,2.62,43.58
443,002447,晨鑫科技,3.89,9.89,4,4,18,19.33,19.33,43.54
1017,300578,会畅通讯,22.39,-3.07,-1,6,18,0.0,15.53,43.53
1376,600775,南京熊猫,11.68,-10.02,-1,-1,20,0.0,0.0,43.49
559,002683,宏大爆破,12.29,0.16,5,5,20,17.61,17.61,43.41
739,300139,晓程科技,10.81,9.97,5,5,18,29.46,29.46,43.37
777,300198,纳川股份,3.97,-4.57,-1,5,18,0.0,6.72,43.32
430,002426,胜利精密,3.85,-8.11,-1,-1,19,0.0,0.0,43.12
1247,600410,华胜天成,8.73,3.93,5,5,18,20.41,20.41,43.11
419,002405,四维图新,23.58,-3.76,-1,-1,25,0.0,0.0,43.0
850,300308,中际旭创,58.40,-1.63,-1,5,21,0.0,6.47,42.79
1322,600635,大众公用,6.51,-8.95,-1,-1,18,0.0,0.0,42.76
605,002806,华锋股份,23.34,9.99,4,7,18,15.26,14.69,42.75
1640,603696,安记食品,13.95,-3.13,11,20,19,31.98,48.09,42.64
52,000550,江铃汽车,21.38,0.14,6,12,28,5.84,28.41,42.53
1068,300672,国科微,55.37,7.22,1,11,21,0.0,30.71,42.52
918,300409,道氏技术,18.49,-3.29,-2,-1,20,-3.29,0.0,42.45
722,300109,新开源,19.62,-1.31,7,21,19,15.96,53.28,42.38
1454,601155,新城控股,34.36,-1.72,-2,-2,43,-1.72,-1.72,42.22
75,000622,恒立实业,8.02,-9.99,-1,-1,18,0.0,0.0,42.2
297,002210,飞马国际,4.15,-8.39,-1,-1,17,0.0,0.0,42.12
1535,603108,润达医疗,10.03,-2.62,12,21,21,23.83,42.07,42.07
619,002840,华统股份,20.10,2.76,5,10,20,10.14,25.47,42.05
108,000793,华闻传媒,4.19,-9.89,-1,-1,19,0.0,0.0,42.03
1396,600837,海通证券,14.31,-3.38,3,4,22,6.32,9.82,41.96
370,002330,得利斯,6.07,1.51,5,5,20,14.96,14.96,41.82
1470,601377,兴业证券,7.26,-10.04,-1,-1,20,0.0,0.0,41.8
217,002075,沙钢股份,10.62,-10.0,-1,-1,20,0.0,0.0,41.79
1589,603389,亚振家居,12.52,4.07,6,5,18,18.0,17.23,41.79
295,002208,合肥城建,14.26,-1.31,2,11,20,-1.31,30.83,41.75
855,300316,晶盛机电,14.85,-1.72,-2,-1,23,-1.72,0.0,41.7
21,000078,海王生物,4.49,-8.37,-1,-1,20,0.0,0.0,41.64
1197,600255,梦舟股份,2.69,-10.03,-1,-1,18,0.0,0.0,41.58
1540,603127,昭衍新药,67.59,1.76,-2,-2,35,1.76,1.76,41.55
757,300171,东富龙,9.69,-5.56,-2,-1,18,-5.56,0.0,41.46
775,300195,长荣股份,11.47,9.97,4,4,20,16.68,16.68,41.43
184,002009,天奇股份,11.17,-7.3,-1,-1,21,0.0,0.0,41.39
216,002074,国轩高科,17.56,-1.13,-1,-1,21,0.0,0.0,41.38
1033,300608,思特奇,24.86,-4.38,-1,-1,22,0.0,0.0,41.33
126,000851,高鸿股份,7.15,-9.95,-1,6,19,0.0,19.77,41.3
1557,603197,保隆科技,27.31,-0.36,6,6,20,17.46,17.46,41.28
668,300025,华星创业,6.68,1.21,6,6,20,22.79,22.79,41.23
267,002161,远 望 谷,7.92,7.17,6,20,18,22.41,47.21,41.18
215,002073,软控股份,6.31,-4.68,-1,20,17,0.0,46.74,41.16
849,300307,慈星股份,6.90,-8.24,-1,5,19,0.0,22.12,41.1
1481,601689,拓普集团,20.61,-2.0,-2,-1,21,-2.0,0.0,40.97
1483,601718,际华集团,4.89,7.71,11,20,19,33.97,42.57,40.92
1034,300609,汇纳科技,40.72,-3.39,-1,-1,21,0.0,0.0,40.9
1071,300678,中科信息,27.05,1.5,5,5,18,7.34,7.34,40.81
77,000630,铜陵有色,2.83,0.35,7,15,21,19.41,34.12,40.8
48,000530,大冷股份,4.84,10.0,5,20,19,20.1,42.35,40.7
784,300205,天喻信息,11.84,1.72,1,20,20,0.0,40.62,40.62
1170,600200,江苏吴中,8.71,1.04,7,20,19,22.68,45.41,40.48
1,000009,中国宝安,6.08,-5.44,-1,21,20,0.0,43.4,40.42
1308,600601,方正科技,3.79,-4.29,5,5,20,17.34,17.34,40.37
197,002036,联创电子,13.33,1.83,6,5,20,13.06,11.55,40.32
663,300014,亿纬锂能,22.80,-2.06,-1,12,29,0.0,21.21,40.31
1462,601258,庞大集团,1.85,-10.19,-1,-1,15,0.0,0.0,40.15
